PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,Month,DayOfWeek,DayOfYear,Quarter,Season,IsWeekend,AQI_lag1,AQI_lag7,PM2.5_lag1,AQI_rolling_mean_7,AQI_rolling_std_7,PM_ratio,NOx_NO2_ratio,City_Encoded
47.56189665570408,58.12529908044775,0.0,8.604919257068877,8.604919257068877,2.4724742252546,0.305230930969334,8.454266705709276,114.38959605586516,0,0,0,11,6,322,4,3,1,121.95,121.95,47.56189665570408,121.95,0.0,0.8182649653399897,0.9999998837874182,0
64.15571018148579,78.4045655078005,0.0,11.607079296855357,11.607079296855357,3.335092815471312,0.411722587251894,11.403865756127711,154.29884610073012,0,0,0,11,0,323,4,3,0,121.95,180.05,47.56189665570408,151.0,41.082903986938426,0.8182649689811488,0.9999999138456895,0
68.39766285355306,83.58864741130138,0.0,12.374535239575186,12.374535239575186,3.5556079627615618,0.4389455378544676,12.157885292023405,164.5010307646102,0,0,0,11,1,324,4,3,0,180.05,194.91,64.15571018148579,165.63666666666666,38.556433099203225,0.8182649696284063,0.9999999191888909,0
52.22359596552374,63.822352513111646,0.0,9.44831594606364,9.44831594606364,2.7148096281686462,0.3351476273226261,9.28289743825408,125.60129992975229,0,0,0,11,2,325,4,3,0,194.91,138.27,68.39766285355306,158.79500000000002,34.32636450310461,0.8182649665966164,0.9999998941610443,0
36.85340418291418,45.03847177859775,0.0,6.667534090108007,6.667534090108007,1.9158002174460695,0.236508626844068,6.55080074352527,88.63494339352641,0,0,0,11,3,326,4,3,0,138.27,88.86,52.22359596552374,144.808,43.149800926539626,0.8182649612494608,0.999999850019537,0
46.02786744706261,56.25056504290733,0.0,8.327382018091633,8.327382018091633,2.3927287158059376,0.2953862192061072,8.181588512110624,110.70015148251989,0,0,0,11,4,327,4,3,0,88.86,116.58,36.85340418291418,140.10333333333332,40.27812789426374,0.8182649648708077,0.9999998799142543,0
46.66913344532599,57.034254940915446,0.0,8.443400144477648,8.443400144477648,2.426064511132094,0.2995015769065331,8.295575425161354,112.24243981968846,0,0,0,11,5,328,4,3,1,116.58,118.82,46.02786744706261,137.06285714285715,37.638426160102966,0.8182649650706904,0.9999998815643149,0
48.2958590928086,59.022273111557965,0.0,8.737708063930903,8.737708063930903,2.5106287845898265,0.3099411728588795,8.584730682791019,116.15482563256444,0,0,0,11,6,329,4,3,1,118.82,121.95,46.66913344532599,137.43,37.47863391320447,0.8182649655539301,0.9999998855535253,0
46.61450331373536,56.96749156601271,0.0,8.433516437048079,8.433516437048079,2.423224599316595,0.2991509852124067,8.285864758953517,112.11105063791616,0,0,0,11,0,330,4,3,0,124.52,180.05,48.2958590928086,128.65571428571428,32.72600131248487,0.8182649650538766,0.9999998814255135,0
27.31364973367896,33.37995688526184,0.0,4.941597520291088,4.941597520291088,1.419882294707738,0.1752867594144036,4.855081394807104,65.69118516160388,0,0,0,11,1,331,4,3,0,118.63,194.91,46.61450331373536,110.29428571428572,24.339908146322735,0.818264954903933,0.9999997976363324,0
64.35243183204723,78.64497864475457,0.0,11.64267026437821,11.64267026437821,3.3453192623702583,0.412985058615838,11.43883360681443,154.7719750490154,0,0,0,11,2,332,4,3,0,66.38,138.27,27.31364973367896,116.36142857142856,35.300786784702794,0.8182649690130523,0.9999999141090583,0
54.87411160958361,67.06154239747697,0.0,9.92784840188293,9.92784840188293,2.8525949579045697,0.3521574485129287,9.75403437218982,131.97597031050964,0,0,0,11,3,333,4,3,0,180.74,88.86,64.35243183204723,124.74571428571429,34.64389790287406,0.8182649672158919,0.9999998992732505,0
67.9837407232288,83.08279400105418,0.0,12.299648265745327,12.299648265745327,3.5340904903634875,0.4362891711813247,12.084309418662246,163.5055198910821,0,0,0,11,4,334,4,3,0,147.55,116.58,54.87411160958361,135.72857142857143,42.84042111081987,0.8182649695688043,0.9999999186968687,0
46.52879934673248,56.8627529188035,0.0,8.418010837651806,8.418010837651806,2.418769334402527,0.2986009755728539,8.270630627311867,111.90492676870188,0,0,0,11,5,335,4,3,1,193.46,118.82,67.9837407232288,135.6585714285714,42.87304181284218,0.818264965027419,0.9999998812071047,0
35.60762767713245,43.51601079454289,0.0,6.442147656883847,6.442147656883847,1.8510393370448952,0.2285137917055101,6.329360313766415,85.63876617410577,0,0,0,12,6,336,4,0,1,118.33,124.52,46.52879934673248,130.1457142857143,46.84141360560576,0.8182649606138265,0.9999998447722874,0
55.62057854349114,67.97379814920038,0.0,10.062899527805088,10.062899527805088,2.8913995553631504,0.3569479386572508,9.886721060273995,133.77127405242848,0,0,0,12,0,337,4,0,0,85.93,118.63,35.60762767713245,134.65142857142857,47.06548325775179,0.8182649673796473,0.9999999006250736,0
59.981684494544986,73.30349703739903,0.0,10.851912734153752,10.851912734153752,3.1181088082686883,0.3849355615885249,10.661920441176806,144.26003045567109,0,0,0,12,1,338,4,0,0,150.17,66.38,55.62057854349114,148.80285714285714,36.914464064142344,0.8182649682548938,0.9999999078503549,0
60.42762918891799,73.84848515932795,0.0,10.932593244352407,10.932593244352407,3.1412909528056865,0.387797434722173,10.741188419271056,145.33255777353335,0,0,0,12,2,339,4,0,0,165.44,180.74,59.981684494544986,146.83999999999997,35.261525775269554,0.8182649683372725,0.9999999085304021,0
26.142761713309795,31.949016969927136,0.0,4.729759944778054,4.729759944778054,1.35901444345322,0.1677725250030798,4.646952613098107,62.87511984263143,0,0,0,12,3,340,4,0,0,167.0,147.55,60.42762918891799,134.85,47.2211019213515,0.8182649538060095,0.9999997885728239,0
42.998299045675125,52.54813553951614,0.0,7.779271170737944,7.779271170737944,2.235238575320172,0.2759438073467837,7.643073838191552,103.41383344169452,0,0,0,12,4,341,4,0,0,63.62,193.46,26.142761713309795,122.35142857142856,40.17548399566224,0.8182649638458722,0.9999998714532699,0
70.1637060116471,85.74692523390969,0.0,12.694048544309544,12.694048544309544,3.647414566284617,0.4502792111345558,12.471804646005465,168.74848466523957,0,0,0,12,5,342,4,0,1,105.97,118.33,42.998299045675125,134.4257142857143,50.21245956172724,0.8182649698748033,0.9999999212229324,0
57.51044965287078,70.28340586420336,0.0,10.40481583993619,10.40481583993619,2.989643274296804,0.3690762842172216,10.22265119598262,138.3165425972156,0,0,0,12,6,343,4,0,1,202.85,85.93,70.1637060116471,144.54714285714286,45.75026984047405,0.8182649677752306,0.9999999038906677,0
49.4046697652926,60.377348423803646,0.0,8.938314578367638,8.938314578367638,2.568269585339414,0.3170570226804496,8.781825033741221,118.82159070810452,0,0,0,12,0,344,4,0,0,156.78,150.17,57.51044965287078,141.43714285714285,46.043334919141,0.8182649658650785,0.9999998881220975,0
54.72358127648563,66.87757957750499,0.0,9.900614387827009,9.900614387827009,2.844769736564094,0.3511914123171222,9.727277163735288,131.61393462211228,0,0,0,12,1,345,4,0,0,128.4,165.44,49.4046697652926,138.80714285714285,44.956750962929426,0.8182649671823282,0.9999998989961775,0
55.92137141342474,68.34139651586602,0.0,10.11731910609939,10.11731910609939,2.907036076829794,0.3588782924525039,9.940187875611551,134.49470136099995,0,0,0,12,2,346,4,0,0,147.03,167.0,54.72358127648563,136.55285714285716,43.685096510627694,0.8182649674443975,0.9999999011595967,0
